"theme_name","set_name","set_year","unique_part","parts"
"Ninjago","Jay ZX","2012","Unique","5"
"Ninjago","Jay’s Elemental Dragon","2016","Not Unique","159"
"Ninjago","Jungle Raider","2015","Not Unique","87"
"Ninjago","Jungle Raider","2015","Unique","2"
"Ninjago","Jungle Trap","2015","Not Unique","44"
"Ninjago","Kai","2011","Not Unique","12"
"Ninjago","Kai","2011","Unique","5"
"Ninjago","Kai's Fire Mech","2013","Not Unique","53"
"Ninjago","Kai's Fire Mech","2013","Unique","3"
"Ninjago","Kai's Mini Dragon","2016","Not Unique","33"
"Ninjago","Kai Drifter","2015","Not Unique","31"
"Ninjago","Kai Fighter","2014","Not Unique","93"
"Ninjago","Kai foil pack #2","2016","Not Unique","13"
"Ninjago","Kai ZX","2012","Not Unique","13"
"Ninjago","Kai ZX","2012","Unique","7"
"Ninjago","Kai’s Blade Cycle","2012","Not Unique","101"
"Ninjago","Kai’s Blade Cycle","2012","Unique","1"
"Ninjago","Kai’s dragon","2016","Not Unique","17"
"Ninjago","Kendo Cole","2012","Not Unique","17"
"Ninjago","Kendo Cole","2012","Unique","5"
"Ninjago","Kendo Zane","2012","Not Unique","14"
"Ninjago","Kendo Zane","2012","Unique","7"
"Ninjago","Krait foil pack","2015","Not Unique","7"
"Ninjago","Krait Polybag","2015","Not Unique","7"
"Ninjago","Krazi","2011","Not Unique","13"
"Ninjago","Krazi","2011","Unique","5"
"Ninjago","Kruncha","2011","Not Unique","17"
"Ninjago","Kruncha","2011","Unique","5"
"Ninjago","Kryptarium Prison Breakout","2016","Not Unique","134"
"Ninjago","Kryptarium Prison Breakout","2016","Unique","5"
"Ninjago","Lasha","2012","Not Unique","16"
"Ninjago","Lasha","2012","Unique","5"
"Ninjago","Lasha's Bite Cycle","2012","Not Unique","133"
"Ninjago","Lasha's Bite Cycle","2012","Unique","1"
"Ninjago","Lava Falls","2015","Not Unique","70"
"Ninjago","Lava Falls","2015","Unique","2"
"Ninjago","Lego Ninjago: Build Your Own Adventure","2015","Not Unique","39"
"Ninjago","Lightning Dragon Battle","2011","Not Unique","213"
"Ninjago","Lightning Dragon Battle","2011","Unique","3"
"Ninjago","Lizaru","2012","Not Unique","12"
"Ninjago","Lizaru","2012","Unique","8"
"Ninjago","Lloyd Garmadon","2012","Not Unique","14"
"Ninjago","Lloyd Garmadon","2012","Unique","5"
"Ninjago","Lloyd ZX","2012","Not Unique","13"
"Ninjago","Lloyd ZX","2012","Unique","7"
"Ninjago","Lord Garmadon","2011","Not Unique","16"
"Ninjago","Lord Garmadon","2011","Unique","5"
"Ninjago","Master Wu Dragon","2015","Not Unique","271"
"Ninjago","Master Wu Dragon","2015","Unique","1"
"Ninjago","Mezmo","2012","Not Unique","17"
"Ninjago","Mezmo","2012","Unique","8"
"Ninjago","Micro Electromech Robot","2015","Not Unique","13"
"Ninjago","Micro Kai's Fighter Jet","2015","Not Unique","10"
"Ninjago","Micro Morro Dragon","2015","Not Unique","16"
"Ninjago","Micro Shinto Shrine","2015","Not Unique","8"
"Ninjago","Ming foil pack","2015","Not Unique","8"
"Ninjago","Mini Turbo Shredder","2011","Not Unique","39"
"Ninjago","Misfortune’s Keep","2016","Not Unique","317"
"Ninjago","Misfortune’s Keep","2016","Unique","6"
"Ninjago","Mountain Shrine","2011","Not Unique","89"
"Ninjago","Mountain Shrine","2011","Unique","6"
"Ninjago","Nindroid MechDragon","2014","Not Unique","245"
"Ninjago","Nindroid MechDragon","2014","Unique","5"
"Ninjago","Ninja Ambush","2011","Not Unique","40"
"Ninjago","Ninja Army Building Set","2015","Not Unique","28"
"Ninjago","Ninja Army Building Set","2015","Unique","3"
"Ninjago","Ninja Bike Chase","2016","Not Unique","130"
"Ninjago","Ninja Bike Chase","2016","Unique","1"
"Ninjago","Ninja DB X","2015","Not Unique","238"
"Ninjago","Ninja DB X","2015","Unique","3"
"Ninjago","Ninja Glider","2011","Not Unique","14"
"Ninjago","Ninja Training Outpost","2011","Not Unique","40"
"Ninjago","NinjaCopter","2014","Not Unique","198"
"Ninjago","NinjaCopter","2014","Unique","5"
"Ninjago","NINJAGO Accessory Set","2017","Not Unique","15"
"Ninjago","NINJAGO Accessory Set","2017","Unique","8"
"Ninjago","Ninjago Battle Pack","2013","Not Unique","31"
"Ninjago","Ninjago Card Shrine","2011","Not Unique","39"
"Ninjago","Ninjago Character Card Shrine","2012","Not Unique","43"
"Ninjago","Ninjago Character Card Shrine","2012","Unique","1"
"Ninjago","Ninjago Kai","2015","Not Unique","18"
"Ninjago","Ninjago Promotional Giveaway","2011","Not Unique","7"
"Ninjago","Ninjago Promotional Set","2011","Not Unique","5"
"Ninjago","NRG Cole","2012","Not Unique","8"
"Ninjago","NRG Cole","2012","Unique","6"
"Ninjago","NRG Jay","2012","Not Unique","8"
"Ninjago","NRG Jay","2012","Unique","11"
"Ninjago","NRG Zane","2012","Not Unique","12"
"Ninjago","NRG Zane","2012","Unique","11"
"Ninjago","Nuckal","2011","Not Unique","16"
"Ninjago","Nuckal","2011","Unique","6"
"Ninjago","Nuckal's ATV","2011","Not Unique","81"
"Ninjago","Nya","2011","Not Unique","14"
"Ninjago","Nya","2011","Unique","4"
"Ninjago","Nya foil pack","2016","Not Unique","11"
"Ninjago","OverBorg Attack","2013","Not Unique","97"
"Ninjago","OverBorg Attack","2013","Unique","4"
"Ninjago","Pirate fighter","2016","Not Unique","14"
"Ninjago","Raid Zeppelin","2016","Not Unique","174"
"Ninjago","Raid Zeppelin","2016","Unique","1"
"Ninjago","Rattla","2012","Not Unique","5"
"Ninjago","Rattlecopter","2012","Not Unique","132"
"Ninjago","Rattlecopter","2012","Unique","1"
"Ninjago","Rock Roader","2016","Not Unique","186"
"Ninjago","Rock Roader","2016","Unique","8"
"Ninjago","Ronin","2016","Not Unique","8"
"Ninjago","Ronin R.E.X.","2015","Not Unique","223"
"Ninjago","Salvage M.E.C.","2016","Not Unique","188"
"Ninjago","Salvage M.E.C.","2016","Unique","1"
"Ninjago","Samurai Bike","2013","Not Unique","114"
"Ninjago","Samurai Bike","2013","Unique","2"
"Ninjago","Samurai droid","2015","Not Unique","19"
"Ninjago","Samurai Mech","2012","Not Unique","148"
"Ninjago","Samurai Mech","2012","Unique","4"
"Ninjago","Samurai VXL","2017","Not Unique","157"
"Ninjago","Samurai X","2012","Not Unique","17"
"Ninjago","Samurai X","2012","Unique","6"
"Ninjago","Samurai X Cave Chaos","2016","Not Unique","383"
"Ninjago","Scenery and Dagger Trap polybag","2015","Not Unique","19"
"Ninjago","Sensei Wu","2011","Not Unique","13"
"Ninjago","Sensei Wu","2011","Unique","6"
"Ninjago","Skeleton Bowling","2011","Not Unique","108"
"Ninjago","Skeleton Bowling","2011","Unique","2"
"Ninjago","Skeleton Chopper","2011","Not Unique","22"
"Ninjago","Skull Motorbike","2011","Not Unique","88"
"Ninjago","Skull Motorbike","2011","Unique","1"
"Ninjago","Skull Truck","2011","Not Unique","182"
"Ninjago","Sky Shark","2016","Not Unique","134"
"Ninjago","Sky Shark","2016","Unique","1"
"Ninjago","Skybound Plane","2016","Not Unique","23"
"Ninjago","Slithraa","2012","Not Unique","13"
"Ninjago","Slithraa","2012","Unique","7"
"Ninjago","Snake Battle","2012","Not Unique","21"
"Ninjago","Snappa","2012","Not Unique","12"
"Ninjago","Snappa","2012","Unique","7"
"Ninjago","Spinjitzu Dojo","2011","Not Unique","138"
"Ninjago","Spinjitzu Dojo","2011","Unique","6"
"Ninjago","Spinjitzu Starter Set","2011","Not Unique","28"
"Ninjago","Spinjitzu Starter Set","2011","Unique","9"
"Ninjago","Spinner Battle Arena","2012","Not Unique","144"
"Ninjago","Spinner Ring","2012","Unique","1"
"Ninjago","Spitta","2012","Not Unique","13"
"Ninjago","Spitta","2012","Unique","7"
"Ninjago","Sqiffy","2016","Not Unique","5"
"Ninjago","Starter Set","2012","Not Unique","27"
"Ninjago","Starter Set","2012","Unique","7"
"Ninjago","Temple of Airjitzu","2015","Not Unique","546"
"Ninjago","Temple of Airjitzu","2015","Unique","8"
"Ninjago","Temple of Light","2013","Not Unique","190"
"Ninjago","Temple of Light","2013","Unique","4"
"Ninjago","The Cowler Dragon","2015","Not Unique","33"
"Ninjago","The Green NRG Dragon","2016","Not Unique","221"
"Ninjago","The Green NRG Dragon","2016","Unique","2"
"Ninjago","The Lighthouse Siege","2016","Not Unique","369"
"Ninjago","The Lighthouse Siege","2016","Unique","1"
"Ninjago","The Vermillion Attack","2017","Not Unique","49"
"Ninjago","Thunder Raider","2014","Not Unique","140"
"Ninjago","Tiger Widow Island","2016","Not Unique","210"
"Ninjago","Titan Mech Battle","2015","Not Unique","264"
"Ninjago","Titanium Dragon","2015","Not Unique","152"
"Ninjago","Titanium Ninja Tumbler","2016","Not Unique","128"
"Ninjago","Titanium Zane","2016","Not Unique","10"
"Ninjago","Training Set","2012","Not Unique","105"
"Ninjago","Training Set","2012","Unique","5"
"Ninjago","Turbo Shredder","2011","Not Unique","129"
"Ninjago","Ultra Sonic Raider","2012","Not Unique","221"
"Ninjago","Ultra Sonic Raider","2012","Unique","4"
"Ninjago","Ultra Stealth Raider","2016","Not Unique","338"
"Ninjago","Venomari Shrine","2012","Not Unique","43"
"Ninjago","Vermillion Invader","2017","Not Unique","130"
"Ninjago","Weapon Pack","2012","Not Unique","40"
"Ninjago","Weapon Pack","2012","Unique","18"
"Ninjago","Weapon Rack","2015","Not Unique","18"
"Ninjago","WU-CRU Training Dojo","2016","Not Unique","28"
"Ninjago","Wyplash","2011","Not Unique","15"
"Ninjago","Wyplash","2011","Unique","6"
"Ninjago","X-1 Ninja Charger","2014","Not Unique","160"
"Ninjago","Zane","2011","Not Unique","14"
"Ninjago","Zane","2011","Unique","3"
"Ninjago","Zane DX","2011","Not Unique","15"
"Ninjago","Zane DX","2011","Unique","6"
"Ninjago","Zane foil pack","2015","Not Unique","18"
"Ninjago","Zane ZX","2012","Not Unique","24"
"Ninjago","Zane ZX","2012","Unique","5"
"NXT","AC Adapter 230V - 10V Transformer","1996","Not Unique","1"
"NXT","AC Adapter 230V - 10V Transformer Type G Plug (British)","2006","Unique","1"
"NXT","AC Adapter, 120V - 10V Transformer","1996","Not Unique","1"
"NXT","Color Sensor for Mindstorms NXT","2006","Unique","1"
"NXT","Compass Sensor for Mindstorms NXT","2006","Not Unique","1"
"NXT","Compass Sensor for Mindstorms NXT","2011","Not Unique","1"
"NXT","Connector Cables for Mindstorms NXT","2006","Not Unique","3"
"NXT","Converter Cables for Mindstorms NXT","2006","Not Unique","1"
"NXT","Infrared Link Sensor for Mindstorms NXT","2011","Unique","1"
"NXT","Infrared Seeker for Mindstorms NXT (Version 2)","2011","Unique","1"
"NXT","Intelligent NXT Brick (Black)","2009","Not Unique","1"
"NXT","LEGO MINDSTORMS Education NXT Base Set","2006","Not Unique","96"
"NXT","LEGO MINDSTORMS Education NXT Base Set","2006","Unique","1"
"NXT","LEGO Mindstorms NXT","2006","Not Unique","91"
"NXT","LEGO Mindstorms NXT","2006","Unique","3"
"NXT","Mindstorms Education Resource Set","2010","Not Unique","143"
"NXT","Mindstorms NXT 2.0","2009","Not Unique","87"
"NXT","Mindstorms NXT 2.0","2009","Unique","2"
"NXT","Mini NXT Brick","2008","Not Unique","2"
"NXT","Mini NXT Brick","2008","Unique","1"
"NXT","NXT Color Sensor","2010","Not Unique","1"
"NXT","NXT Intelligent Brick","2006","Not Unique","1"
"NXT","NXT Light Sensor","2006","Not Unique","1"
"NXT","NXT Magnetic Sensor","2010","Unique","1"
"NXT","NXT Rechargeable Battery","2006","Unique","1"
"NXT","NXT Servo Motor","2006","Not Unique","1"
"NXT","NXT Sound Sensor","2006","Not Unique","1"
"NXT","NXT Temperature Sensor","2009","Unique","1"
"NXT","NXT Touch Sensor","2006","Not Unique","1"
"NXT","NXT Ultrasonic Sensor","2006","Not Unique","1"
"NXT","Rechargeable Battery for Lego Mindstorms NXT, DC plug","2010","Not Unique","1"
"Off-Road","4-Wheelin' Truck","1987","Not Unique","40"
"Off-Road","4 x 4 Crawler","2012","Not Unique","169"
"Off-Road","4 x 4 Off Roader","2016","Not Unique","110"
"Off-Road","4 x 4 Off Roader","2016","Unique","2"
"Off-Road","4WD","2004","Not Unique","138"
"Off-Road","4WD X-Track","2000","Not Unique","87"
"Off-Road","4x4 Off Roader","2001","Not Unique","159"
"Off-Road","4x4 Off Roader","2001","Unique","2"
"Off-Road","Arctic Truck","2015","Not Unique","139"
"Off-Road","Baja Blaster","1993","Not Unique","47"
"Off-Road","Buggy","2010","Not Unique","86"
"Off-Road","Desert Racer","1983","Not Unique","53"
"Off-Road","Desert Ranger","1996","Not Unique","90"
"Off-Road","Desert Ranger","1996","Unique","1"
"Off-Road","Dirt Bike Transporter","2012","Not Unique","101"
"Off-Road","Dune Blaster","1994","Not Unique","79"
"Off-Road","Dune Buggy","1991","Not Unique","14"
"Off-Road","Dune Buggy","2008","Not Unique","69"
"Off-Road","Dune Buggy Trailer","2015","Not Unique","111"
"Off-Road","Dune Duster / Hawaiian Beach Racer","1996","Not Unique","43"
"Off-Road","Extreme Off-Roader","2001","Not Unique","85"
"Off-Road","Extreme Off-Roader","2001","Unique","1"
"Off-Road","Formula Off-Roader","2015","Not Unique","97"
"Off-Road","Future Car","1997","Not Unique","99"
"Off-Road","Hook & Haul Wrecker","1989","Not Unique","34"
"Off-Road","Kabaya Promotional Set: Propeller Buggy","1999","Not Unique","18"
"Off-Road","Mountain Rambler","1991","Not Unique","44"
"Off-Road","Mountain Rambler","1997","Not Unique","82"
"Off-Road","Mud Masher / Desert Stormer","1998","Not Unique","37"
"Off-Road","Off-Road Rambler","1994","Not Unique","55"
"Off-Road","Off-Roader","2008","Not Unique","141"
"Off-Road","Off-Roader","2008","Unique","1"
"Off-Road","Off-Roader","2011","Not Unique","54"
"Off-Road","Propellor Buggy","1999","Not Unique","18"
"Off-Road","Quad Bike","2015","Not Unique","59"
"Off-Road","Quad Bike","2015","Unique","1"
"Off-Road","Rally Truck","2009","Not Unique","66"
"Off-Road","Rebel Wrecker","1994","Not Unique","120"
"Off-Road","Road & Trail 4x4","1988","Not Unique","39"
"Off-Road","Rover Discovery","1998","Not Unique","14"
"Off-Road","Safari Off-Road Vehicle","1990","Not Unique","40"
"Off-Road","Safari Off-Road Vehicle","1990","Unique","3"
"Off-Road","Snow Scooter","1994","Not Unique","18"
"Off-Road","Snowmobile","1994","Not Unique","18"
"Off-Road","Snowmobile","2007","Not Unique","80"
"Off-Road","TECHNIC Car","1998","Not Unique","103"
"Off-Road","Tractor / Dune Buggy","2006","Not Unique","137"
"Off-Road","Tread Trekker","1997","Not Unique","61"
"Off-Road","Turbo Command Featuring CD-ROM Experience Expander","1998","Not Unique","108"
"Off-Road","Turbo Command Featuring CD-ROM Experience Expander","1998","Unique","1"
"Off-Road","TV Camera Crew","1986","Not Unique","40"
"Off-Road","UNICEF Van","1985","Not Unique","35"
"Off-Road","UNICEF Van","1985","Unique","1"
"Order of the Phoenix","Hogwarts Castle (3rd edition)","2007","Not Unique","256"
"Order of the Phoenix","Hogwarts Castle (3rd edition)","2007","Unique","2"
"Orient Expedition","Aero Nomad","2003","Not Unique","64"
"Orient Expedition","Aero Nomad","2003","Unique","5"
"Orient Expedition","Airplane","2003","Not Unique","26"
"Orient Expedition","Black Cruiser","2003","Not Unique","22"
"Orient Expedition","Dragon Fortress","2003","Not Unique","213"
"Orient Expedition","Dragon Fortress","2003","Unique","48"
"Orient Expedition","Elephant Caravan","2003","Not Unique","75"
"Orient Expedition","Elephant Caravan","2003","Unique","8"
"Orient Expedition","Emperor's Ship","2003","Not Unique","86"
"Orient Expedition","Emperor's Ship","2003","Unique","4"
"Orient Expedition","Jing Lee the Wanderer Chupa Chups Promotional","2003","Not Unique","4"
"Orient Expedition","Johnny Thunder Chupa Chups Promotional","2003","Not Unique","7"
"Orient Expedition","Jungle River","2003","Not Unique","57"
"Orient Expedition","Jungle River","2003","Unique","1"
"Orient Expedition","Lord Sam Sinister Chupa Chups Promotional","2003","Not Unique","6"
"Orient Expedition","Mountain Sleigh","2003","Not Unique","23"
"Orient Expedition","Mountain Sleigh (Kabaya Promotional)","2003","Not Unique","23"
"Orient Expedition","Orient Expedition Value Pack with LEGO Backpack (K-Mart Australia Exclusive)","2003","Not Unique","1"
"Orient Expedition","Passage of Jun-Chi","2003","Not Unique","48"
"Orient Expedition","Passage of Jun-Chi","2003","Unique","4"
"Orient Expedition","Red Eagle","2003","Not Unique","26"
"Orient Expedition","Scorpion Palace","2003","Not Unique","153"
"Orient Expedition","Scorpion Palace","2003","Unique","32"
"Orient Expedition","Scorpion Palace and Foam Scimitar","2003","Unique","1"
"Orient Expedition","Secret of the Tomb","2003","Not Unique","36"
"Orient Expedition","Small Car","2003","Not Unique","21"
"Orient Expedition","Temple of Mount Everest","2003","Not Unique","145"
"Orient Expedition","Temple of Mount Everest","2003","Unique","27"
"Orient Expedition","Thunder Blazer","2003","Not Unique","47"
"Orient Expedition","Tygurah's Roar","2003","Not Unique","42"
"Orient Expedition","Tygurah's Roar","2003","Unique","4"
"Orient Expedition","Yeti's Hideout","2003","Not Unique","59"
"Orient Expedition","Yeti's Hideout","2003","Unique","5"
"Other","{Ducks}","2010","Not Unique","5"
"Other","50 Years On Track","2016","Not Unique","257"
